SKU,Merchant Item ID,Product Name,Description,Short Description,Status,Stock,Tax Rate,Regular Price,Sale Price,Weight (Kgs),Brand,Category,Sub Category Lvl 1,Sub Category Lvl 2,Sub Category Lvl 3,Sub Category Lvl 4,Sub Category Lvl 5,Sub Category Lvl 6,Images,Features 1,Features 2,Features 3,Features 4
59,59,Cream Seprator Milky 80E,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/Cream-Sep-Milky-80E-.jpg,,,,
60,60,Cream Sep NI 60ltr Hand,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/Cream-Sep-NI-60Ltr-Hand-.jpg,,,,
61,61,Cream Sep NI 60ltr Motorised,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/Cream-Sep-NI-60ltr-Motorised-.jpg,,,,
62,62,Cream Sep NI 90ltr Hand,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/Cream-Sep-NI-90ltr-hand-.jpg,,,,
63,63,Cream Sep NI 90ltr Motorised,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/Cream-Sep-NI-90ltr-motorised-.jpg,,,,
64,64,Cream Sep NI 11 AET,,,Publish,10,0,,0,0,Johar Traders,Milk Chiller,Cream Seperator,Dairy Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/Cream-Sep-NI-11AET-.jpg,,,,
65,65,Cream Sep NI 165ltr NI 9 dual,,,Publish,10,0,,0,0,Johar Traders,Milk Chiller,Cream Seperator,Dairy Machineries,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/Cream-Sep-NI-165ltr-NI-9-dual-.jpg,,,,
66,66,Crepe and induction,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Dosa Bhatti,Induction Equipments,Fun Food Equipments,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/Crepe-and-induction-.png,https://www.johartraders.in/wp-content/uploads/2024/02/Crepe-and-induction-.jpg",,,,
67,67,Electric Coneyor Toaster CT- 150,,,Publish,10,0,,0,0,Johar Traders,Toaster & Griller,Toaster & Grilllers,Toaster & Grillers,Snacks Machines,,,,https://www.johartraders.in/wp-content/uploads/2024/02/CT-150-.jpg,,,,
68,68,Conveyor Taoster Model CT-300,,,Publish,10,0,,0,0,Johar Traders,Toaster & Griller,Toaster & Grilllers,Toaster & Grillers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/CT-300-1.jpg,https://www.johartraders.in/wp-content/uploads/2024/02/CT-300-.jpg",,,,
69,69,Convection Warmer CW 500 CON,,,Publish,10,0,,0,0,Johar Traders,Convection Oven,Food Warmers,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/CW-500-.jpg,,,,
70,70,Data Processing Printer for Milk Analyzer,,,Publish,10,0,,0,0,Johar Traders,Cream Seperator,Dairy Machineries,,,,,,https://www.johartraders.in/wp-content/uploads/2024/02/Data-Processing-Printer-for-Milk-Analyzer-.jpg,,,,
71,71,Deep Freezer SS 2 Door,,,Publish,10,0,,0,0,Johar Traders,Deep Fryers,Fun Food Equipments,Meat Processing Machine,,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Freezer-SS-2-Door.png,https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Freezer-SS-2-Door.jpg",,,,
72,72,Deep Fryer 8ltr Digi Table Top,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-8ltr-digi-table-top-Akasa-.png,https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-8ltr-digi-table-top-Akasa-.jpg",,,,
73,73,Deep Fryer Sacopro 212,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-212-SACO-PRO-.jpg,https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-212-SACO-PRO-1Tank-.jpg",,,,
74,74,Deep Fryer DF 11ltr,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-11ltr-DF-11L-Akasa-.jpg,https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-DF-11L-.jpg",,,,
75,75,Deep fryer 8ltr singal,,,Publish,10,0,,0,0,Johar Traders,Deep Fryers,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/DEEP-FRYER-8LTR-JT-8L-SACO-PRO.jpg,https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-Aksas-.jpg",,,,
76,76,Deep fryer Double DF 8ltr,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-DF-8L-DBL-1-.png,https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-DF-8L-DBL-1.jpg",,,,
77,77,Deep Fryer Double JT-6L-2 SACO PRO,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-Double-JT-6L-2-SACO-PRO-1.png,https://www.johartraders.in/wp-content/uploads/2024/02/Deep-Fryer-Double-JT-6L-2-SACO-PRO-1.jpg",,,,
78,78,Deep Fryer Double 5L-2 SACO PRO,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Double-HEavy-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Double-.jpg",,,,
79,79,Deep Fryer for Korean,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-for-korean-.png,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-for-korean-.jpg",,,,
80,80,Deep Fryer Gas 25ltr JT-74 stand type,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Gas-25ltr-JT-74-stand-type-3.png,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Gas-25ltr-JT-74-stand-type-1.jpg",,,,
81,81,Deep Fryer Gas GF 778,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Gas-GF-778-.png,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Gas-GF-778-SACO-PRO-1.jpg",,,,
82,82,Deep Fryer Gas LPG Single,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Gas.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-Gas-LPG-1.jpg",,,,
83,83,Deep Fryer JT-5L SACO PRO,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-JT-5L-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-JT-5L-1-1.jpg",,,,
84,84,Deep Fryer JT-9L Fitted on Stand SACO PRO,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-JT-9L-fitted-on-stand-SACO-PRO-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/Deep-Fryer-JT-9L-fitted-on-stand-SACO-PRO-1.jpg",,,,
85,85,Dev Kaju / Daal Grinder,,,Publish,10,0,,0,0,Johar Traders,Kaju Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/02/Dev_Kaju_Grinder_6inch_CI_hopper___1_-removebg-preview-1.png,https://www.johartraders.in/wp-content/uploads/2024/02/Dev-Kaju-Grinder-6inch-CI-hopper-2.png",,,,
86,86,Deep Fryer DF 5 LD,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Hotel & Catering Machines,Snacks Machines,,,https://www.johartraders.in/wp-content/uploads/2024/03/DF-5-LD.jpg,,,,
87,87,Deep Fryer DF 5LS,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Hotel & Catering Machines,Snacks Machines,,,"https://www.johartraders.in/wp-content/uploads/2024/03/DF-5LS-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/DF-5LS.jpg",,,,
88,88,Deep Fryer 8ltr Double DF-8LD,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Hotel & Catering Machines,Snacks Machines,,,https://www.johartraders.in/wp-content/uploads/2024/03/DF-8-LD.jpg,,,,
89,89,Deep Fryer 8LS,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Hotel & Catering Machines,Snacks Machines,,,https://www.johartraders.in/wp-content/uploads/2024/03/DF-8LS-3.jpg,,,,
90,90,Deep Fryer 8LS Digi,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Hotel & Catering Machines,Snacks Machines,,,https://www.johartraders.in/wp-content/uploads/2024/03/DF-8LS-DIGI.jpg,,,,
91,91,Deep Fryer 8LS,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Hotel & Catering Machines,Snacks Machines,,,https://www.johartraders.in/wp-content/uploads/2024/03/DF-8LS.jpg,,,,
92,92,Deep Fryer DF 11LS,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Hotel & Catering Machines,Snacks Machines,,,https://www.johartraders.in/wp-content/uploads/2024/03/DF-11-LS.jpg,,,,
93,93,Deep Fryer DF 8L,,,Publish,10,0,,0,0,Johar Traders,Stand Fryer,Table Top Fryer,Deep Fryers,Hotel & Catering Machines,Snacks Machines,,,https://www.johartraders.in/wp-content/uploads/2024/03/DF-8L-1.jpg,,,,
94,94,Dish Washer Hood Type,,,Publish,10,0,,0,0,Johar Traders,Dishwasher,Kitchen Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Dishwasher-Machine.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Dishwasher-.png",,,,
95,95,Dish Washer full Setup,,,Publish,10,0,,0,0,Johar Traders,Dishwasher,Kitchen Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Dish-Washer-full-Setup-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Dishwasher-Comp-Setup-2.jpg",,,,
96,96,Display Racks,,,Publish,10,0,,0,0,Johar Traders,Display showcase,,,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Display-Racks.jpg,,,,
97,97,Donut Fryer Machine Model DNF,,,Publish,10,0,,0,0,Johar Traders,Table Top Fryer,Deep Fryers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/DNF-1.jpg,,,,
98,98,Dosa Bhatti 2 Burner,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Tandoor Machine,Dosa Bhatti,Tandoor / BBQ Equipments,Cooking Range Commercial,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Dosa-Bhatti-2Burner.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Dosa-Bhatti-Customised-1-1.png",,,,
99,99,Dosa Bhatti Floor 4 burner,,,Publish,10,0,,0,0,Johar Traders,Dosa Bhatti,Tandoor / BBQ Equipments,Cooking Range Commercial,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Dosa-Bhatti-Floor-4burner-.jpg,,,,
100,100,Dough Kneeding Machine (Gujarat Model),,,Publish,10,0,,0,0,Johar Traders,Dough Kneeders,Bakery Machineries,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Dough-Kneeder-with-Motor-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/DOUGH-KNEEDER-GUJARAT-1.jpeg",,,,
101,101,Egg Roll Electric Machine,,,Publish,10,0,,0,0,Johar Traders,Fun Food Equipments,,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Egg-Roll-Electric-SACO-PRO-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Egg-Roll-Mach-Gas-.png",,,,
102,102,Egg Roll Gas Machine,,,Publish,10,0,,0,0,Johar Traders,Fun Food Equipments,,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Egg-Roll-Gas-SACO-PRO-3.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Egg-Roll-Gas-SACO-PRO-3-1.jpg",,,,
103,103,Electric Rotisserie HEJ-266,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,ELECTRIC ROTISSERIES,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Electric-Rotisserie-HEJ-266.jpg,,,,
104,104,Electro Super Shake,,,Publish,10,0,,0,0,Johar Traders,Fruit Juice Machine,Lassi Making Machine,Juicer Machines,Shaker Machine,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Electro-Super-Shake-.jpg,,,,
105,105,Electric Salamander Model ES 10,,,Publish,10,0,,0,0,Johar Traders,Toaster & Griller,Toaster & Grilllers,Toaster & Grillers,Snacks Machines,,,,https://www.johartraders.in/wp-content/uploads/2024/03/ES-10-.jpg,,,,
106,106,Electric Salamander Model ES 20,,,Publish,10,0,,0,0,Johar Traders,Toaster & Griller,Toaster & Grilllers,Toaster & Grillers,Snacks Machines,,,,https://www.johartraders.in/wp-content/uploads/2024/03/ES-20.jpg,,,,
107,107,Electric Salamander Model ES 40,,,Publish,10,0,,0,0,Johar Traders,Toaster & Griller,Toaster & Grilllers,Toaster & Grillers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/ES-40-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Salamander-Akasa-1-1-1.jpg",,,,
108,108,Fish De-Scaling Machine,,,Publish,10,0,,0,0,Johar Traders,Meat Processing Machine,,,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Fish-De-scaling-Mach-.jpg,,,,
109,109,Food Dehydrator Machine,,,Publish,10,0,,0,0,Johar Traders,Food Dehydrator,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Food-Dehydrator-7.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Food-Dehydrator-1.jpg",,,,
110,110,Food Warmer Model FW-604,,,Publish,10,0,,0,0,Johar Traders,Food Warmers,Food Warmers,Hotel & Catering Machines,Food Machinery,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/FOOD-WARMER-AKASA-FW-604-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/FOOD-WARMER-AKASA-FW-604-1.jpg",,,,
111,111,Food Warmer Model FW- 484,,,Publish,10,0,,0,0,Johar Traders,Food Warmers,Food Warmers,Food Machinery,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-FW-484-3.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-FW-484-1.jpg",,,,
112,112,Food Warmer Model FW-1204,,,Publish,10,0,,0,0,Johar Traders,Food Warmers,Food Warmers,Food Machinery,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-FW-1204-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-FW-1204-2.png",,,,
113,113,Food Warmer Model FW-1604,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Food Warmers,Food Warmers,Fun Food Equipments,Snacks Machines,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-FW-1604-Akasa-.png,https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-FW-1604-Akasa-.jpg",,,,
114,114,Food Warmer JT -1P,"<span data-mce-type=""bookmark"" style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" class=""mce_SELRES_start"">﻿</span>",,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Food Warmers,Food Warmers,Hotel & Catering Machines,Snacks Machines,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-JT-1P-1.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Food-warmer-JT-1P.png",,,,
115,115,Food Warmer Steam Type,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Food Warmers,Food Machinery,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-Steam-type-2.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Food-Warmer-Steam-type-1.jpg",,,,
116,116,Fried Ice Cream Double,,,Publish,10,0,,0,0,Johar Traders,Fried Ice cream,Ice Cream Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Fried-Ice-Cream-Double-.jpg,,,,
117,117,Food Warmer Model FW-454,,,Publish,10,0,,0,0,Johar Traders,Food Warmers,Food Warmers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/FW-454-1.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/FW-454-.jpg",,,,
118,118,Electric Food Warmer FW-554,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Food Warmers,Snacks Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/FW-554-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/FW-554-1-.jpg",,,,
119,119,Electric Food Warmer FW-555,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Food Warmers,Food Warmers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/FW-555-SS.jpg,https://www.johartraders.in/wp-content/uploads/2024/02/FW-555-1105.jpg",,,,
120,120,Food warmer FW-704,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Food Warmers,Food Warmers,Snacks Machines,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/FW-704-1.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/FW-704.jpg",,,,
121,121,Food Warmer FW-794,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Food Warmers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/FW-794.jpg,,,,
122,122,Food Warmer FW -1104,,,Publish,10,0,,0,0,Johar Traders,Warming Showcase,Food Warmers,Snacks Machines,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/FW-1104.jpg,,,,
123,123,Gola Machine Motorised,,,Publish,10,0,,0,0,Johar Traders,Ice shaving machines,Hot & Cold Beverage Equipments,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Gola-Machine-motorised-1.png,https://www.johartraders.in/wp-content/uploads/2024/03/Gola-Machine-motorised-2.png",,,,
124,124,Griddle Plate 2815,,,Publish,10,0,,0,0,Johar Traders,Toaster & Griller,Snacks Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/GP-2815-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Griddle-Plate-GP-2815-1-.jpg",,,,
125,125,Griddle Plate 1812,,,Publish,10,0,,0,0,Johar Traders,Toaster & Griller,Snacks Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Griddle-Plate-GP-1812-Akasa-.jpg,,,,
126,126,Griddle Plate Gas,,,Publish,10,0,,0,0,Johar Traders,Toaster & Grillers,,,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Griller-Gas.jpg,,,,
127,127,Waffle Maker HWM-7,,,Publish,10,0,,0,0,Johar Traders,Waffle Maker Machines,Fun Food Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/HWM-7-.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Waffle-Mach-WM-7-Akasa-.jpg",,,,
128,128,Ice Crusher HR-108,,,Publish,10,0,,0,0,Johar Traders,Ice shaving machines,Ice Cream Machines,Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2024/03/Ice-Crusher-HR-108-3.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Ice-Crusher-HR-108-1.png",,,,
129,129,Ice Crusher HR-109,,,Publish,10,0,,0,0,Johar Traders,Ice shaving machines,Ice Cream Machines,Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2024/03/Ice-Crusher-HR-109-.jpg,,,,
